namep,cntrcd,rgn,ind,tnp,nnp,adr,datein,pttype,srvcs,xchtype,uid,participantstatus,regn,prntbic,englname
"КУ ""ФИНАРС Банк"" (АО) - ГК ""АСВ""",RU,45,109240,г,Москва,"ул Высоцкого, 4",2017-07-04,90,1,0,4525128000,PSAC,2938,,
"КУ БАНК ЭКОНОМИЧЕСКИЙ СОЮЗ (АО) - ГК ""АСВ""",RU,45,109240,г,Москва,"ул Высоцкого, 4",2017-05-02,90,1,0,4525137000,PSAC,2798,,
"КУ АО АКБ ""ГАЗСТРОЙБАНК"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул Высоцкого, 4",2016-12-06,90,1,0,4525160000,PSAC,2919,,
"КУ АО КБ ""МБР-БАНК"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул Высоцкого, 4",2016-10-11,90,1,0,4525169000,PSAC,2620,,
"КУ ПАО АКБ ""РФА"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул Высоцкого, 4",2017-03-10,90,1,0,4525165000,PSAC,2035,,
"КУ НКО ООО ""АРБ-ИНКАСС"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул. Высоцкого, д. 4",2001-05-25,90,1,0,4525170000,PSAC,3353-К,,
УФК по г.Санкт-Петербургу,RU,40,197046,г,Санкт-Петербург,"ул. Котовского, д. 1/10, литера В",1997-12-31,52,3,1,4030001106,PSAC,,,
КИРОВСКОЕ ОТДЕЛЕНИЕ N8612 ПАО СБЕРБАНК,RU,33,610000,г,Киров,"ул Дерендяева, 25",1994-05-30,30,3,1,3304609000,PSAC,1481/558,044525225,
БАШКИРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА,RU,80,450000,г,Уфа,"ул Кирова, 27",2008-12-25,30,3,1,8073948000,PSAC,1/11,044525545,
"Ф-Л БАНКА ГПБ (АО) ""СЕВЕРО-КАВКАЗСКИЙ""",RU,07,355029,г,Ставрополь,"ул Ленина, 429 Б",1998-02-24,30,3,1,0702754000,PSAC,354/24,044525823,GAZPROMBANK (JOINT-STOCK COMPANY) (SEVERO-KAVKAZSKY BRANCH)
"Филиал ""ПростоБанк"" Банка ""КУБ"" (АО)",RU,45,119048,г,Москва,"ул. Усачёва, д. 35, стр. 1",2020-03-25,30,3,1,4525858000,PSAC,2584/4,047516949,
"Новосибирский филиал РНКО ""Р-ИНКАС"" (ООО)",RU,50,630049,г,Новосибирск,"ул. Дмитрия Донского, 11",2018-10-26,30,3,1,5004051000,PSAC,3536-К/1,044525063,
"""Северный Народный Банк"" (АО) Ф-л в г. Усинск",RU,87,169711,г,Усинск,"ул. 60 лет Октября, д. 12",2019-10-25,30,3,1,8718777000,PSAC,2721/5,048702781,
"Центрально-Черноземный Филиал АО ""Экспобанк""",RU,38,305000,г,Курск,"ул. Ленина, д. 13",2020-03-06,30,3,1,3807330000,PSAC,2998/14,044525460,
"Крымский ф-л ПАО ""Промсвязьбанк""",RU,35,295000,г,Симферополь,"пр-кт Кирова, д. 36 Литер Е",2022-10-04,30,3,1,3510135000,PSAC,3251/54,044525555,
"ТФ АО ""СМП Банк""",RU,92,420111,г,Казань,"ул. Московская, зд.19/8",2021-02-08,30,3,1,9205555000,PSAC,3368/14,044525503,
"""СЕВЕРСТРОЙБАНК"" АО",RU,19,160009,г,Вологда,"ул Мальцева, 52",2012-06-09,20,3,1,1909707000,PSAC,3507,,
УФК по Воронежской области,RU,20,394006,г,Воронеж,"ул. Куцыгина, д. 15а",2022-12-26,52,1,1,2001002001,PSAC,,,
Ф. ОПЕРУ БАНКА ВТБ (ПАО) В САНКТ-ПЕТЕРБУРГЕ,RU,40,191144,г,Санкт-Петербург,"Дегтярный переулок, д. 11, лит.А",2011-04-01,30,3,1,4030704000,PSAC,1000/74,044525187,VTB Bank (PJSC)
"ООО НКО ""Расчетные Решения""",RU,45,119285,г,Москва,"муниципальный округ Раменки вн.тер.г., МЖД Киевское 5-й км, д.1, стр.1, этаж 4, пом.23/4",2014-04-23,20,3,1,4525070000,PSAC,3524-К,,
ЦИК Республики Татарстан,RU,92,420111,г,Казань,"ул Батурина, 7 Б",2005-12-30,99,1,1,9205001500,PSAC,,,
УФК по Ленинградской области,RU,40,196066,г,Санкт-Петербург,"ул. Варшавская, д. 63, к. 1",2023-04-18,52,3,1,4030098000,PSAC,,,
ФИЛИАЛ № 2754 БАНКА ВТБ (ПАО),RU,08,680000,г,Хабаровск,"ул. Муравьёва - Амурского, д. 18, пом. 0, 1",2018-01-09,30,3,1,0813713000,PSAC,1000/93,044525187,VTB BANK (PJSC) (VTB BANK (PJSC) BRANCH N 2754)
"АО БАНК ""СНГБ""",RU,71,628404,г,Сургут,"ул Григория Кукуевицкого, 19",1994-01-20,20,5,1,7144709000,PSAC,588,,JOINT STOCK COMPANY SURGUTNEFTEGASBANK
"МФ АО БАНК ""СНГБ""",RU,45,107045,г,Москва,"переулок Ананьевский, дом 5, строение 3",2000-01-28,30,3,1,4525395000,PSAC,588/7,047144709,
"СИБИРСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""",RU,04,660017,г,Красноярск,"ул. Ленина, д. 92, пом. 123",2007-10-04,30,3,1,0407699000,PSAC,1460/11,041012718,
"ООО ""ФФИН Банк""",RU,45,123112,г,Москва,"вн. тер. г. муниципальный округ Пресненский, 1-й Красногвардейский проезд, д. 15, помещение 1/17",2015-11-27,20,5,1,4525900000,PSAC,1143,,BANK FREEDOM FINANCE LLC
Красноярский филиал АО Ингосстрах Банк,RU,04,660049,г,Красноярск,"ул. Дубровинского, д. 100",2005-10-10,30,3,1,0407915000,PSAC,2307/7,044525148,
"АО ""Витабанк""",RU,46,142116,г,Подольск,"улица Ульяновых, дом 1, помещение 2",2022-11-01,20,3,1,4525758000,PSAC,356,,
"ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ АБ ""РОССИЯ""",RU,65,620000,г,Екатеринбург,"ул Мамина-Сибиряка, 145",2017-05-16,30,3,1,6577507000,PSAC,328/23,044030861,
"ФИЛИАЛ ПАО ""БАНК УРАЛСИБ"" В Г.УФА",RU,80,450008,г,Уфа,"ул Революционная, 41",2005-09-12,30,3,1,8073770000,PSAC,2275/27,044525787,
"Московский филиал ПАО КБ ""Восточный""",RU,45,119034,г,Москва,"Гагаринский переулок, д. 7, корп. 2",2007-11-29,30,3,1,4525682000,PSAC,1460/13,041012718,
Филиал № 6 АО МОСОБЛБАНК,RU,22,603000,г,Нижний Новгород,"ул Белинского, 58/60",2008-04-17,30,3,1,2202806000,PSAC,1751/6,044525521,
САНКТ-ПЕТЕРБУРГСКИЙ БАНК ИНВЕСТИЦИЙ (АО),RU,40,197101,г,Санкт-Петербург,"ул. Большая Монетная, д. 16, корпус 30, литер А",2007-04-09,20,3,1,4030820000,PSAC,3468,,
"Конкурсный управляющий Банк ""Прайм Финанс"" (АО) - ГК ""АСВ""",RU,45,109240,г,Москва,"ул. Высоцкого, д. 4",1994-08-22,90,1,0,4030845000,PSAC,2758,,
"КУ ООО КБ ""ФИНАНСОВЫЙ КАПИТАЛ"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул Высоцкого, 4",2017-01-10,90,1,0,4030741000,PSAC,3288,,
"АО АКБ ""НОВИКОМБАНК""",RU,45,119180,г,Москва,"ул. Полянка Большая, д. 50/1, стр. 1",1994-07-29,20,5,1,4525162000,PSAC,2546,,JOINT-STOCK COMMERCIAL BANK `NOVIKOMBANK`
ЯКУТСКОЕ ОТДЕЛЕНИЕ N8603 ПАО СБЕРБАНК,RU,98,677980,г,Якутск,"ул Октябрьская, 17",1994-01-20,30,3,1,9805609000,PSAC,1481/1753,044525225,
"КУ ОАО ""Тихоокеанский Внешторгбанк"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул. Высоцкого, д. 4",2015-06-10,90,1,0,6401728000,PSAC,1378,,
"КУ ПАО БАНК ""ВВБ"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул Высоцкого, 4",2018-05-28,90,1,0,6711106000,PSAC,1093,,
КОСТРОМСКОЕ ОТДЕЛЕНИЕ N 8640 ПАО СБЕРБАНК,RU,34,156005,г,Кострома,"ул Никитская, 33",1994-01-20,30,3,1,3469623000,PSAC,1481/623,044525225,
"РОСТОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",RU,60,344082,г,Ростов-на-Дону,"пр-кт Буденновский, д.37",2000-10-27,30,3,1,6015211000,PSAC,3349/7,044525111,
"КУ ООО ""ТАТАГРОПРОМБАНК"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул Высоцкого, 4",2017-06-09,90,1,1,9205708000,PSAC,728,,
КУ ООО КБ Центрально-Европейский Банк-ГК АСВ,RU,45,109240,г,Москва,"г. Москва, ул. Высоцкого, д.4",2017-11-14,90,1,0,7601205000,PSAC,2670,,
"АО ""БУЛГАР БАНК"" - КУ ГК ""АСВ""",RU,78,150040,г,Ярославль,"пр-т Ленина, 37/73",2017-03-14,90,1,0,7888372000,PSAC,1917,,
"АО ""БМ-Банк""",RU,45,107996,г,Москва,"ул. Рождественка, дом 8, строение 1",2016-05-10,20,3,1,4525062000,PSAC,2748,,BM-BANK
"КУ АО ""БАНК ВОРОНЕЖ"" - ГК ""АСВ""",RU,45,109240,г,Москва,"г. Москва, ул. Высоцкого, 4",1994-01-20,90,1,0,2007707000,PSAC,654,,
"ФИЛИАЛ ""САНКТ-ПЕТЕРБУРГСКИЙ"" АО ""ОТП БАНК""",RU,40,191119,г,Санкт-Петербург,"ул. Воронежская, 5 лит А пом. 32Н",2005-03-01,30,3,1,4030812000,PSAC,2766/1,044525311,
ИК ДНР,RU,21,283050,г,Донецк,"б-р Пушкина, д. 34",2023-04-03,99,1,0,2157001102,PSAC,,,
"Ф-Л БАНКА ГПБ (АО) ""ЮЖНЫЙ""",RU,03,350033,г,Краснодар,"ул Дмитриевская Дамба, 11",1994-01-20,30,3,1,0349781000,PSAC,354/2,044525823,GAZPROMBANK (JOINT - STOCK COMPANY)(YUZHNY BRANCH)
"ФИЛИАЛ ""ИНВЕСТКАПИТАЛБАНК"" АО ""СМП БАНК""",RU,80,450077,г,Уфа,"ул Достоевского, 100/1",2015-11-12,30,3,1,8073875000,PSAC,3368/13,044525503,
Банк ВТБ (ПАО),RU,45,123100,г,Москва,"Пресненская наб., дом 12",1994-01-20,20,5,1,4525187000,PSAC,1000,,VTB BANK (PJSC)
"ПАО БАНК ""СИАБ""",RU,40,196084,г,Санкт-Петербург,"ул Черниговская, 8 лит. А пом. 1-Н",1995-05-15,20,5,1,4030757000,PSAC,3245,,"Public Joint Stock Company ""Saint-Petersburg Industrial Joint Stock Bank"" (PJSC Bank SIAB)"
ИКВО,RU,18,400066,г,Волгоград,"ул Новороссийская, 15",1995-09-05,99,1,0,1806001001,PSAC,,,
УФК по Мурманской области,RU,47,183010,г,Мурманск,"пр-т Кирова, 14/2",2004-12-27,52,3,1,4780002002,PSAC,,,
"АО ""КАБ ""ВИКИНГ""",RU,40,191002,г,Санкт-Петербург,"пр-кт Владимирский, д. 17, литера А",1994-01-20,20,3,1,4030869000,PSAC,2,,Vikingbank
"КУ ""БУМ-БАНК"",ООО - ГК ""АСВ""",RU,45,109240,г,Москва,"ул. Высоцкого, 4",1994-01-20,90,1,0,8327749000,PSAC,1137,,
"РНКО ""ИНЭКО"" (ООО)",RU,24,153000,г,Иваново,"Шереметевский проспект, дом 47",2013-08-26,20,5,1,2406807000,PSAC,3520-К,,
ЭКСИ-БАНК (АО),RU,40,197022,г,Санкт-Петербург,"ул Профессора Попова, 23",1994-01-20,20,3,1,4030889000,PSAC,2530,,Export-Import Joint Stock Bank
"""Банк Кремлевский"" ООО",RU,45,121099,г,Москва,"пер. Николощеповский 1-й, д.6, стр.1",1994-07-29,20,5,1,4525196000,PSAC,2905,,"""Commercial Bank KREMLYOVSKIY"" LTD (""BANK KREMLYOVSKIY"" LTD)"
"КУ РОСКОМСНАББАНК (ПАО) - ГК ""АСВ""",RU,80,450076,г,Уфа,"ул Гафури, 54",1994-01-20,90,1,0,8073842000,PSAC,1398,,
ДАЛЬНЕВОСТОЧНЫЙ БАНК ПАО СБЕРБАНК,RU,08,680020,г,Хабаровск,"ул Гамарника, 12",1994-01-20,30,3,1,0813608000,PSAC,1481/1654,044525225,SBERBANK (DALNEVOSTOCHNY HEAD OFFICE)
УФК по Херсонской области,RU,74,273003,г,Херсон,"ул. Старообрядницкая, д. 21",2023-08-02,52,3,1,3510001199,PSAC,,,
Ф Точка Банк КИВИ Банк (АО),RU,45,119002,г,Москва,"пер. Староконюшенный, дом 10, комната № 23",2017-08-31,30,5,1,4525797000,PSAC,2241/5,044525416,
"ПАО КОМБАНК ""ХИМИК""",RU,22,606008,г,Дзержинск,"ул Урицкого, 10 Б",1994-01-20,20,3,1,2202727000,PSAC,1114,,
УФК по Волгоградской области,RU,18,400066,г,Волгоград,"ул Коммунистическая, 28 А",1994-12-23,52,3,1,1806001101,PSAC,,,
"ООО ""НКО ""ЭЛЕКСИР""",RU,45,125047,г,Москва,"улица 1-я Тверская-Ямская, дом 23, строение 1, 4 этаж, помещение V, комнаты № 6, 6а, 7-9, 10а, 10б, 21, 22, 26, 27",2016-08-04,20,5,1,4525054000,PSAC,3533-К,,
АРХАНГЕЛЬСКОЕ ОТДЕЛЕНИЕ N 8637 ПАО СБЕРБАНК,RU,11,163000,г,Архангельск,"пр-т Ломоносова, 137",1994-05-30,30,3,1,1117601000,PSAC,1481/88,044525225,
Избирательная комиссия Запорожской области,RU,23,272312,г,Мелитополь,"Пл. Победы, д.4",2023-03-15,99,1,0,2368001102,PSAC,,,
Избирательная комиссия Чувашской Республики,RU,97,428004,г,Чебоксары,"Президентский б-р, 17",1994-04-15,99,1,1,9706001911,PSAC,,,
Избирательная комиссия Смоленской области,RU,66,214008,г,Смоленск,"пл Ленина, 1",2000-01-01,99,1,0,6614001007,PSAC,,,
ФИЛИАЛ № 6602 БАНКА ВТБ (ПАО),RU,65,620014,г,Екатеринбург,"пр-т Ленина, 27",2017-11-10,30,3,1,6577501000,PSAC,1000/92,044525187,VTB BANK (PJSC) (VTB BANK (PJSC) BRANCH № 6602)
"КУ ПАО ""О.К. БАНК"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул. Высоцкого, 4",2015-03-18,90,1,0,7888740000,PSAC,1118,,
ОТДЕЛЕНИЕ ДОНЕЦК БАНКА РОССИИ,,21,283015,г,Донецк,"пр-т Мира, 8А",2022-12-07,12,3,1,2157001000,PSAC,,040349001,
"КУ ООО КБ ""КОНФИДЭНС БАНК"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул Высоцкого, 4",1994-01-20,90,1,0,3469710000,PSAC,970,,
"ЛИКВИДАТОР АКБ ""ПРОИНВЕСТБАНК"" (АО) - ГК ""АСВ""",RU,45,109240,г,Москва,"ул. Высоцкого, д. 4",1994-01-20,90,1,1,5773764000,PSAC,784,,
избирательная комиссия Тамбовской области,RU,68,392036,г,Тамбов,"ул Интернациональная, 53",2000-01-01,99,1,1,6850001001,PSAC,,,
"АО КБ ""НИБ""",RU,36,443010,г,Самара,"ул. Фрунзе/ул. Некрасовская, д.102/д.36",1994-07-29,20,3,1,3601842000,PSAC,2876,,
"КУ КБ ""КАНСКИЙ"" ООО - ГК ""АСВ""",RU,45,109240,г,Москва,"ул. Высоцкого, д. 4",2018-02-26,90,1,0,0407427000,PSAC,860,,
"ФИЛИАЛ ПАО ""БАНК УРАЛСИБ"" В Г. СТАВРОПОЛЬ",RU,07,355017,г,Ставрополь,"ул Ленина, 235 А",2005-10-03,30,3,1,0702763000,PSAC,2275/49,044525787,
"АО ""НДБанк""",RU,45,115054,г,Москва,"ул. Дубининская, д. 57, стр. 1",1994-01-20,20,5,1,4525182000,PSAC,2374,,"Joint Stock Company ""Public Trust Bank"" (JSC ""PTB"")"
"АО КБ ""КОСМОС""",RU,45,123317,г,Москва,"Красногвардейский бульвар, дом 7, помещение 1/1",1995-03-13,20,3,1,4525254000,PSAC,2245,,"BANK ""COSMOS"""
КРАСНОЯРСКОЕ ОТДЕЛЕНИЕ N 8646 ПАО СБЕРБАНК,RU,04,660028,г,Красноярск,"проспект Свободный, 46",1994-01-20,30,3,1,0407627000,PSAC,1481/664,044525225,SBERBANK (SIBIRSKY HEAD OFFICE KRASNOYARSK)
"АО КБ ""ИС Банк""",RU,45,107031,г,Москва,"Дмитровский переулок, дом 7",1996-09-10,20,5,1,4525349000,PSAC,3175,,INDUSTRIAL SAVINGS BANK
Избирательная комиссия Омской области,RU,52,644002,г,Омск,"ул Красный Путь, 1",1995-09-12,99,1,0,5209001005,PSAC,,,
"КБ ""КУБАНЬ КРЕДИТ"" ООО",RU,03,350000,г,Краснодар,"ул. им. Орджоникидзе, 46/ ул. Красноармейская, 32",1994-01-20,20,5,1,0349722000,PSAC,2518,,CB 'KUBAN CREDIT' LTD
ИК КЧР,RU,91,369000,г,Черкесск,"ул Красноармейская, 54",2000-01-01,99,1,1,9133001002,PSAC,,,
ВОЛОГОДСКОЕ ОТДЕЛЕНИЕ N8638 ПАО СБЕРБАНК,RU,19,160000,г,Вологда,"ул Предтеченская, 33",1994-01-20,30,3,1,1909644000,PSAC,1481/297,044525225,
Филиал № 7701 Банка ВТБ (ПАО),RU,45,107031,г,Москва,"ул. Кузнецкий мост, д.17, стр. 1",2017-10-05,30,3,1,4525745000,PSAC,1000/97,044525187,VTB BANK (PJSC)
АО ЮниКредит Банк,RU,45,119034,г,Москва,"Пречистенская набережная, 9",1994-01-20,20,5,1,4525545000,PSAC,1,,UNICREDIT BANK AO
АйСиБиСи Банк (АО),RU,45,109028,г,Москва,"Серебряническая набережная, дом 29",2007-11-22,20,3,1,4525551000,PSAC,3475,,BANK ICBC (JSC)
"КУ ООО КБ ""АКСОНБАНК"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул Высоцкого, 4",1994-01-20,90,1,0,3469714000,PSAC,680,,
"КУ АО ""Кемсоцинбанк"" - ГК ""АСВ""",RU,45,109240,г,Москва,"улица Высоцкого, дом 4",1994-01-20,90,1,0,3207720000,PSAC,96,,
"АО ""РЕАЛИСТ БАНК""",RU,45,109004,г,Москва,"ул. Станиславского, дом 4, строение 1",2019-06-24,20,5,1,4525285000,PSAC,1067,,JSC REALIST BANK
"ООО КБ ""СИНКО-БАНК""",RU,45,107045,г,Москва,"Последний переулок, дом 11, строение 1",1995-07-27,20,5,1,4525346000,PSAC,2838,,"SINKO-BANK, LTD"
"Ликвидатор АО Банк ""ККБ"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул. Высоцкого, д. 4",1994-01-20,90,1,0,1203711000,PSAC,1087,,
